Experience_Name,Rating,Reviews,City,Country,Duration,Languages,Cost,Group_Limit,Group_Start_Cost,Category
Halloween Tarot Readings for Teams & Groups,4.93,280.0,Austin,United States,60, English,60,30.0,235.0,FamilyFriendly
Learn and Train with Samurai in Tokyo,4.94,162.0,Tokyo,Japan,60, English and Japanese,18,30.0,176.0,FamilyFriendly
Angkor Wat Virtual Tour,5.0,3.0,Krong Siem Reap,Cambodia,60, English and Spanish,15,30.0,60.0,FamilyFriendly
Battle it Out -Iconic Team Building Game Challenge,5.0,3.0,Delhi,India,60, English,11,100.0,67.0,FamilyFriendly
Chop Like a Chef Knife Skills Class,5.0,25.0,Salt Lake City,United States,120, English Spanish and Portuguese,26,30.0,250.0,FamilyFriendly
Stress Busting-Children Games for Adults - Festival Special,5.0,5.0,Delhi,India,60, English,11,100.0,67.0,FamilyFriendly
Dive Under the Sea with a Shark Expert,4.95,564.0,Cape Town,South Africa,60, English,20,500.0,171.0,FamilyFriendly
The Most Complete Carnival Experience,5.0,15.0,Rio de Janeiro,Brazil,90, English and Portuguese,19,30.0,155.0,FamilyFriendly
Boring Indian Curry Workshop,4.98,200.0,Singapore,Singapore,90, English and Hindi,26,100.0,260.0,FamilyFriendly
Rio’s carnival backstage live experience,4.95,313.0,Rio de Janeiro,Brazil,60, English French and Portuguese,16,30.0,146.0,FamilyFriendly
Reveal Awesome Street Art In Athens with a local expert,4.98,664.0,Athens,Greece,60, English,9,100.0,47.0,FamilyFriendly
Explore Astronomy with an Astrophysicist,5.0,2.0,Blue Mountains,Australia,75, English and French,23,30.0,223.0,FamilyFriendly
The Fascinating World of Primates,5.0,40.0,Munich,Germany,60, English,13,30.0,64.0,FamilyFriendly
Hands-on Collage Art Holidays Edition,5.0,205.0,Barcelona,Spain,90, English and Spanish,26,100.0,93.0,FamilyFriendly
"Tiramisù, ice cream & sorbet, all secrets",4.97,134.0,Milano,Italy,75, English and Italian,30,30.0,117.0,FamilyFriendly
Get Inside Tokyo Anime & Subcultures,4.96,167.0,Tokyo,Japan,60, English and Japanese,27,30.0,395.0,FamilyFriendly
De-stress & Re-energise with Qigong,4.98,54.0,,Australia,60, English,15,500.0,371.0,FamilyFriendly
Bizarre Food Kingdom,5.0,11.0,Beijing,China,60, English,16,10.0,125.0,FamilyFriendly
Amazing World of Japanese Fake Food,5.0,4.0,Osaka City,Japan,60, English,9,100.0,71.0,FamilyFriendly
Secrets of Queen’s Gambit & Wine,5.0,139.0,Lisboa,Portugal,60, English Spanish French and Portuguese,20,100.0,291.0,FamilyFriendly
World Wonder-Bucket List Great Wall,4.95,191.0,Beijing,China,45, English and Chinese Simplified,19,30.0,389.0,FamilyFriendly
Art of reinvention with Simidele Adeagbo,4.97,153.0,,Nigeria,60, English,37,500.0,2500.0,FamilyFriendly
The Pony Experience,5.0,2.0,Dural,Australia,60, English,22,30.0,141.0,FamilyFriendly
"Happiness meditation, end-of-year special edition",4.95,464.0,Playa del Carmen,Mexico,60, English and Spanish,15,500.0,147.0,FamilyFriendly
Golden Milk / Turmeric Latte -Master Class (Vegan Friendly),5.0,4.0,Jaipur,India,30, English,10,501.0,101.0,FamilyFriendly
Amazing Panda Park Adventure,4.83,12.0,Chengdu,China,60, English Chinese Simplified and Chinese Traditional,17,30.0,156.0,FamilyFriendly
"Saints & Sinners, The Awesome Irish Game",5.0,19.0,Dublin,Ireland,60, English,18,100.0,209.0,FamilyFriendly
Turn Butter into Ghee with Dancing Chef,5.0,10.0,Berlin,Germany,60, English,16,100.0,117.0,FamilyFriendly
Family Fitness with Annia Hatch,5.0,6.0,,United States,60, English and Spanish,50,10.0,450.0,FamilyFriendly
Speed Skating session with an Olympian,5.0,10.0,,United Kingdom,60, English,28,30.0,330.0,FamilyFriendly
Holiday Retreat - Sun Yoga & Music hour for the overworked,5.0,16.0,Delhi,India,60, English and Hindi,17,100.0,81.0,FamilyFriendly
The Thai Pantry,4.95,123.0,Chiang Mai,Thailand,75, English and Thai,19,30.0,44.0,FamilyFriendly
AirD&D Theater of the Mind,5.0,38.0,Vancouver,Canada,120, English,16,12.0,61.0,FamilyFriendly
Japanese Samurai Town History Walk,4.96,71.0,Chigasaki,Japan,45, English,18,100.0,88.0,FamilyFriendly
Drinks and Drawing with a Drag Queen,5.0,6.0,Sydney,Australia,90, English,26,20.0,371.0,FamilyFriendly
Virtual Visit to an Animal Sanctuary,4.89,297.0,Sonoma,United States,60, English,15,30.0,150.0,FamilyFriendly
Tapas and Sangria Master Class,4.0,2.0,Arroyo de La Miel,Spain,90, English and Spanish,34,30.0,82.0,FamilyFriendly
Delicious Korean Recipes-Kimchi tofu etc,4.98,96.0,Seoul,South Korea,75, English,17,30.0,47.0,FamilyFriendly
"Tokyo Online Tour All in One! For happy hour event, or preparation for the trip!",4.94,635.0,Taito city,Japan,60, English,16,100.0,44.0,FamilyFriendly
Gazpacho & Sangria with a Top Chef,5.0,1.0,Barcelona,Spain,90, English,35,100.0,349.0,FamilyFriendly
World Champion Tiramisu and funny Italian gestures,4.99,560.0,Olgiate Comasco,Italy,60, English,24,100.0,209.0,FamilyFriendly
Yoga-Dance Class with Juliana Mendonca,4.91,23.0,Oakland,United States,60, English and Spanish,12,8.0,40.0,FamilyFriendly
Highlights of the Old Town in Munich,5.0,4.0,Munich,Germany,90, English and German,12,30.0,209.0,FamilyFriendly
Improv at Work,5.0,5.0,San Francisco,United States,60, English,40,30.0,800.0,FamilyFriendly
A musical journey to Italy with folk songs for Halloween!,4.98,179.0,Rome,Italy,60, English and Italian,24,100.0,209.0,FamilyFriendly
Discover Sicily and its street food,4.94,68.0,Celafu,Italy,90, English Spanish French and Italian,14,100.0,70.0,FamilyFriendly
French onions soup,5.0,15.0,Nice,France,60, English and French,14,30.0,140.0,FamilyFriendly
The Wonder That Is The Taj Mahal & The Moguls,4.97,235.0,Bengaluru,India,60, English,13,100.0,127.0,FamilyFriendly
Make Vegan Brownies with the Family,5.0,38.0,Medellin,Colombia,60, Spanish and English,9,,,FamilyFriendly
Barcelona Storytelling w/ Craft,4.98,160.0,Barcelona,Spain,60, English Catalan and Spanish,12,15.0,151.0,FamilyFriendly
Paella and Sangria Master Class,4.83,6.0,Arroyo de La Miel,Spain,90, Spanish and English,34,30.0,82.0,FamilyFriendly
Laughter for Wellbeing,4.95,79.0,London,United Kingdom,60, English,29,30.0,412.0,FamilyFriendly
Authentic Apple Crepe with a French chef,4.97,397.0,Nice,France,60, English and French,14,30.0,140.0,FamilyFriendly
Take the Dog to Family Nacho Dance Party,4.9,21.0,Santa Cruz,United States,60, English,11,30.0,70.0,FamilyFriendly
Fitness & healthy Asian Fusion Recipes,5.0,39.0,Paris,France,90, English and French,17,100.0,175.0,FamilyFriendly
Talk Show 100% Barça w/ SportsJournalist,5.0,10.0,Barcelone,Spain,60, English Spanish and French,65,10.0,140.0,FamilyFriendly
French sweet and savory crepes dinner,5.0,80.0,Paris,France,90, English,20,100.0,198.0,FamilyFriendly
Play with art at Louvre museum,4.95,214.0,Paris,France,60, English and French,18,30.0,70.0,FamilyFriendly
Tiny_Theatre presents A Mystery Game,4.98,42.0,Fort Myers,United States,75, English,20,100.0,300.0,FamilyFriendly
The Ultimate Game Night on Zoom - Party Special,4.94,87.0,New Delhi,India,60, English and Hindi,17,500.0,101.0,FamilyFriendly
Fresh ravioli & chocolate tiramisu',4.92,37.0,Milano,Italy,75, English and Italian,30,30.0,175.0,FamilyFriendly
QuizzZItaly Fun Trivia Game about Italy,5.0,41.0,Milano,Italy,75, English,12,100.0,64.0,FamilyFriendly
Juggle Troubles Away in Five Minutes,5.0,31.0,Croton-on-Hudson,United States,60, English,18,30.0,375.0,FamilyFriendly
Ricotta Cheesemaking in Sonoma,4.99,295.0,Petaluma,United States,90, English,18,15.0,137.0,FamilyFriendly
"Handmade carbonara pasta, Spritz&Rossini",4.99,190.0,Milano,Italy,75, English and Italian,30,30.0,117.0,FamilyFriendly
Dance & Cook with Dancing Indian Chef,5.0,2.0,Berlin,Germany,60, English,17,100.0,204.0,FamilyFriendly
Win the Morning with Liz Gleadle,4.99,155.0,,Canada,90, English,33,500.0,178.0,Fitness
Healing and De-stressing Eight Section Brocades,5.0,8.0,Beijing,China,30, English and Chinese Simplified,10,30.0,156.0,Fitness
Cardiobox with a Champion-All Abilities,4.95,82.0,Norwich,United Kingdom,30, English,14,30.0,207.0,Fitness
'Go for Gold' How Olympians Set and Achieve Big Goals,4.93,121.0,,Bulgaria,60, English,16,500.0,597.0,Fitness
Taekwondo champion full-body workout,5.0,95.0,,Germany,60, German and English,31,500.0,130.0,Fitness
High performance with Scott Reardon,5.0,11.0,,Australia,60, English,23,500.0,223.0,Fitness
Warm up to win with Kurt Cuoto,5.0,13.0,,Mozambique,60, English and Portuguese,22,500.0,343.0,Fitness
Sweat It Out in a Bhangra Dance Class,5.0,45.0,Raleigh,United States,60, English,20,100.0,200.0,Fitness
Mindful Yoga with an Olympian,4.98,51.0,,Latvia,60, English Latvian and Russian,25,500.0,100.0,Fitness
Track-star training with Anyika Onuora,5.0,17.0,,United Kingdom,90, English,27,500.0,358.0,Fitness
Booty Shake with Colombian Choreographer,4.98,114.0,Medellin,Colombia,60, English Spanish and Portuguese,14,20.0,66.0,Fitness
Gold Medal HIIT with Kat Copeland,5.0,78.0,,United Kingdom,75, English,21,100.0,482.0,Fitness
Family Fitness with Annia Hatch,5.0,6.0,,United States,60, English and Spanish,50,10.0,450.0,Fitness
Recovery techniques with Neville Wright,5.0,21.0,,Canada,60, English,25,500.0,41.0,Fitness
Survive & thrive with Asif Sultani,5.0,18.0,,Australia,60, English,49,40.0,223.0,Fitness
Stretching class with an Olympic Gymnast,4.92,25.0,,United Kingdom,45, English,30,20.0,250.0,Fitness
The Winning Mentality from an Olympic Silver Medalist,5.0,6.0,,Bahamas,45, English,30,500.0,1250.0,Fitness
Learn to Chair Dance from home,5.0,1.0,Paris,France,60, English,10,10.0,35.0,Fitness
Pilates Dance Experience,,,Culver City,United States,45, English,20,30.0,225.0,Fitness
Trigger Point Therapy with an Olympian,4.98,149.0,,Latvia,60, English Latvian and Russian,35,500.0,140.0,Fitness
Pilates and Yoga Class,5.0,6.0,Edinburgh,United Kingdom,60, English and Italian,28,10.0,69.0,Fitness
Training with an Olympic athlete,5.0,9.0,,Brazil,60, Portuguese English and Spanish,18,500.0,92.0,Fitness
Haunted Mansion Escape Room Mystery Game,4.94,589.0,Surabaya,Indonesia,120, English and Indonesian,20,30.0,121.0,Great4Groups
Meditation with a Japanese Buddhist Monk,4.93,1640.0,Osaka City,Japan,60, English and Chinese Simplified,15,30.0,219.0,Great4Groups
Pasta with the Grandmas Autumn version,4.98,2238.0,Palombara Sabina,Italy,90, English and Japanese,38,500.0,291.0,Great4Groups
Mezcal & Tequila Cocktail Masterclass,4.97,892.0,Mexico City,Mexico,90, English and Spanish,30,100.0,293.0,Great4Groups
'no Spain no Game' The Fabulous Game !,4.93,2298.0,Barcelone,Spain,60, 11 languages,16,500.0,105.0,Great4Groups
K-pop dance class with a K-pop choreographer,4.93,60.0,Seoul,South Korea,60, Korean and English,19,30.0,38.0,Great4Groups
"Edinburgh's Ghosts, Murderers and Monsters",4.98,202.0,Edinburgh,United Kingdom,75, English,21,100.0,206.0,Great4Groups
Fun Giant Panda Time With a Nature Guide,4.94,252.0,Chengdu,China,60, English and Chinese Simplified,14,100.0,55.0,Great4Groups
Fun Argentine Wine Class with Local Somm,4.99,1290.0,Buenos Aires,Argentina,60, English Spanish and Portuguese,21,100.0,220.0,Great4Groups
Family Magic Show and Magic Lesson,4.96,1047.0,Chiyoda City,Japan,60, Japanese English and Indonesian,25,500.0,300.0,Great4Groups
Guided tour to visit giant pandas,4.98,65.0,Chengdu,China,75, English Chinese Simplified and Chinese Traditional,35,30.0,280.0,Great4Groups
New Zealand Nature Highlights,4.97,773.0,Palmerston North,New Zealand,60, English and Chinese Simplified,13,100.0,456.0,Great4Groups
Cook Spanish Paella with a Top Chef,4.97,1066.0,Barcelona,Spain,90, English,35,100.0,349.0,Great4Groups
"Solve the Mystery Escape Room, now with Halloween Special",4.94,1626.0,Krakow,Poland,90, English,18,100.0,115.0,Great4Groups
"Luca & Lorenzo, Our Family Pasta Recipe",5.0,1785.0,LASTRA A SIGNA,Italy,120, English,35,500.0,349.0,Great4Groups
Make Mexican Street Tacos with a Pro Chef,4.98,3587.0,Mexico City,Mexico,90, English and Spanish,21,500.0,208.0,Great4Groups
Worlds Top Coffee Masterclass,4.96,2746.0,Mexico City,Mexico,60, English and Spanish,9,500.0,79.0,Great4Groups
International Terror Attack Mystery Escape Room Game,5.0,23.0,Bengaluru,India,75, English,16,100.0,67.0,Great4Groups
Project Avatar virtual escape room,4.83,29.0,Lviv,Ukraine,90, English Russian and Ukrainian,42,30.0,167.0,Great4Groups
Follow a Plague Doctor Through Prague,4.91,2995.0,Prague,Czech Republic,60, English,19,500.0,183.0,Great4Groups
Top Peruvian Recipes with an Expert Chef,4.99,191.0,Cusco,Peru,90, English and Spanish,18,30.0,51.0,Great4Groups
Make Cannoli with Sicilian Home Chef,4.96,449.0,Milano,Italy,75, English and Italian,19,30.0,70.0,Great4Groups
Make Gnocchi and Ravioli at Home,4.97,1116.0,Florence,Italy,90, English and Italian,26,500.0,186.0,Great4Groups
Living Room Legends Scavenger Hunt Game,4.91,2057.0,Austin,United States,60, English and Spanish,12,100.0,112.0,Great4Groups
Learn To Make Argentine Empanadas,4.97,1187.0,Medellin,Colombia,120, English and Spanish,16,100.0,72.0,Great4Groups
Master Improvisation In One Hour,4.93,103.0,New York,United States,60, English,49,100.0,490.0,Great4Groups
Magic & Scam for honest people,4.88,153.0,Lyon,France,60, French and English,14,30.0,117.0,Great4Groups
No Sedentary-Live Like Animals,5.0,234.0,Chengdu,China,45, 18 languages,1,30.0,175.0,Great4Groups
A Sandwich Masterclass with a Pro,4.97,913.0,New York,United States,60, English,15,500.0,150.0,Great4Groups
Tango Concert with Latin Grammy Nominee,4.98,1056.0,Buenos Aires,Argentina,60, English and Spanish,15,500.0,300.0,Great4Groups
Italian Masterclass - Gnocchi & Tiramisù,5.0,749.0,Sorrento,Italy,120, English,19,30.0,163.0,Great4Groups
'True vs False' Funny Historical Game,4.94,1863.0,Athens,Greece,60, English,19,500.0,221.0,Great4Groups
Interactive Indian cooking class with us,4.99,574.0,Jaipur,India,175, English,17,30.0,147.0,Great4Groups
The Circus Factory,4.88,65.0,Lisbon,Portugal,60, English Spanish French and Portuguese,30,500.0,407.0,Great4Groups
Quick Classic Cocktails - Two Ways,4.97,154.0,Los Angeles,United States,60, English,19,100.0,250.0,Great4Groups
Dance Salsa and Latin Music From Scratch,4.98,460.0,Bogota,Colombia,60, Spanish and English,20,30.0,43.0,Great4Groups
Explore Card Magic,4.97,425.0,Kremenchuk,Ukraine,60, English,26,500.0,307.0,Great4Groups
Celebration of Day of the Dead in Mexico,4.95,245.0,Mexico City,Mexico,90, English Spanish and French,20,100.0,98.0,Great4Groups
Chocolate Origins & Create with a Maker,4.99,950.0,Kingston,Jamaica,60, English Catalan and Spanish,15,500.0,70.0,Great4Groups
Beyond the Magic,4.97,347.0,Singapore,Singapore,60, English and Chinese Simplified,26,100.0,371.0,Great4Groups
Easy Balinese Indonesian Home Cooking,4.99,783.0,North Denpasar,Indonesia,175, English,23,30.0,107.0,Great4Groups
Holidays- Drinks and Fun Tarot for Groups,4.95,129.0,St Petersburg,United States,60, English,30,100.0,125.0,Great4Groups
"Irish Village, History, Culture & Craic",4.97,1932.0,Dublin,Ireland,60, English,19,500.0,175.0,Great4Groups
"Halloween Special, Harry Potter Magic in Edinburgh Tour",4.97,1125.0,Edinburgh,United Kingdom,60, English German Spanish and French,18,100.0,179.0,Great4Groups
Drawn from Within with a New York Artist,4.98,759.0,New York,United States,60, English,22,500.0,129.0,Great4Groups
Hidden Jazz Club,4.96,741.0,London,United Kingdom,60, English,21,500.0,412.0,Great4Groups
Dan Chan The Millionaires' Mentalist,4.9,81.0,San Francisco,United States,30, English Chinese Simplified and Chinese Traditional,50,500.0,1000.0,Great4Groups
Tajmahal Virtual Tour with Local Expert,4.95,77.0,Agra,India,90, English,5,30.0,134.0,Great4Groups
Falling Into Fall With Sign Language,4.99,183.0,Athens,United States,60, English,20,100.0,300.0,Great4Groups
Caipirinha classes and stories of Rio,4.99,355.0,Rio de Janeiro,Brazil,60, English Spanish and Portuguese,12,100.0,228.0,Great4Groups
Wine Class with a Cool Wine Expert,4.98,918.0,Porto,Portugal,60, English,23,100.0,231.0,Great4Groups
Not So Scavenger Hunt -Let the madness begin this holiday,5.0,10.0,Delhi,India,60, English and Hindi,11,100.0,54.0,Great4Groups
Mysteries & Magic in Peru – An Interactive Experience,4.96,187.0,Lima,Peru,60, English and Spanish,30,100.0,254.0,Great4Groups
Tarot Reading and Meditation for Halloween,4.98,602.0,Dubai,United Arab Emirates,45, English and Hindi,45,100.0,96.0,Great4Groups
A Champion Mindset with Michelle Carter,4.97,115.0,,United States,90, English,25,500.0,100.0,Great4Groups
Positive Thinking with a Paralympic Hero,5.0,213.0,,United Kingdom,90, English,22,500.0,412.0,Great4Groups
Yoga with Olympic Champion Kat Copeland,5.0,43.0,,United Kingdom,75, English,17,500.0,330.0,Great4Groups
Conditioning with Capoeira (Special Carnival Edition),4.97,116.0,Rio de Janeiro,Brazil,60, Portuguese English Spanish and Italian,9,30.0,28.0,Great4Groups
Diwali Special - Get Creative with Interactive Street Art,4.97,564.0,New Delhi,India,60, English and Hindi,21,500.0,61.0,Great4Groups
Fall in Laugh,4.94,469.0,Lisboa,Portugal,30, English French and Portuguese,18,100.0,401.0,Great4Groups
Live Virtual Wildlife Safari in South Africa,4.85,180.0,Stellenbosch Farms,South Africa,90, English,26,100.0,256.0,Great4Groups
Healing and De-stressing Eight Section Brocades,5.0,8.0,Beijing,China,30, English and Chinese Simplified,10,30.0,156.0,Great4Groups
Brazilian Recipes with Chef Mariana,4.96,114.0,San Paulo,Brazil,75, Portuguese and English,16,30.0,46.0,Great4Groups
Fun Italian Gestures and Language Game,4.97,236.0,Milano,Italy,60, English French and Italian,13,30.0,82.0,Great4Groups
Cooking with a Moroccan Family,4.96,893.0,Marrakech,Morocco,90, English Arabic and French,11,30.0,9.0,Great4Groups
The Art of Penguin Conservation,4.96,271.0,Cape Town,South Africa,90, English,20,100.0,21.0,Great4Groups
Tango Lesson Where Passion and Fun Meet,4.99,256.0,Barcelona,Spain,60, English and Spanish,16,100.0,41.0,Great4Groups
Korean Food Revolution,4.98,812.0,London,United Kingdom,90, English,22,30.0,165.0,Great4Groups
Drawing session,4.9,244.0,Oaxaca City,Mexico,45, Spanish and English,12,30.0,123.0,Great4Groups
GINspiration History & Cocktails at Home,4.96,1738.0,Bath,United Kingdom,90, English,21,100.0,206.0,Great4Groups
Making 1000 Origami Cranes Together,4.99,111.0,Nara,Japan,60, English,22,30.0,176.0,Great4Groups
Virtual Magic Corporate Getaway,5.0,3.0,Toronto,Canada,60, English,21,30.0,203.0,Great4Groups
Meet and Draw a llama,4.97,522.0,Sydney,Australia,60, English,29,30.0,223.0,Great4Groups
The Shaun Jay Virtual Magic Experience,5.0,22.0,Raleigh,United States,45, English,30,30.0,500.0,Great4Groups
Cook Beijing Style Noodles&Soy Bean Paste with Top Chef(vegan ok),4.98,96.0,Beijing,China,120, Chinese Simplified English and Chinese Traditional,17,30.0,436.0,Great4Groups
"Drink and Draw, blind contour fun",5.0,62.0,Gulfport,United States,60, English,24,30.0,95.0,Great4Groups
Scotland Yard- Virtual Crime Scene Investigation Experience,5.0,16.0,Norwich,United Kingdom,90, English,35,30.0,824.0,Great4Groups
